"Player","Team","MP","GS","Goals","Shots","Shots.per.90","Shot.Accuracy","Shot.GK.Stop","Shot.Def.Stop","Shot.Miss","Shot.Pressed","Pct.Shots.Pressed","A6.Shots","A18.Shots","A3L.Shots","A3C.Shots","A3R.Shots","Far.Shots","Assists","Key.Passes","Key.Assists","Second.Assists","Assists.per.90","Key.Passes.per.90","Big.Chances","Big.Chances.per.90","BC.Scored","BC.Conversion.Pct","BC.SOG","BC.Shot.Miss","BC.Dispossess","BC.Created","BC.Lost","Pass.Comp","Pass.Att","Pass.Comp.Pct","opPass.Comp","opPass.Att","opPass.Comp.Pct","opPPass.Comp","opPPass.Att","opPPass.Comp.Pct","Pct.opPass.Pressed","rFreq.Pass.Fwd","rFreq.Pass.Side","rFreq.Pass.Back","fwPass.Comp","fwPass.Att","fwPass.Comp.Pct","sPass.Comp","sPass.Att","sPass.Comp.Pct","bPass.Comp","bPass.Att","bPass.Comp.Pct","rFreq.A3.Passes","rFreq.M3.Passes","rFreq.D3.Passes","A3Pass.Comp","A3Pass.Att","A3Pass.Comp.Pct","M3Pass.Comp","M3Pass.Att","M3Pass.Comp.Pct","D3Pass.Comp","D3Pass.Att","D3Pass.Comp.Pct","rFreq.A3.opPasses","rFreq.M3.opPasses","rFreq.D3.opPasses","A3opPass.Comp","A3opPass.Att","A3opPass.Comp.Pct","M3opPass.Comp","M3opPass.Att","M3opPass.Comp.Pct","D3opPass.Comp","D3opPass.Att","D3opPass.Comp.Pct","Pass.Comp.D3toD3","Pass.Comp.D3toM3","Pass.Comp.D3toA3","Pass.Comp.M3toD3","Pass.Comp.M3toM3","Pass.Comp.M3toA3","Pass.Comp.A3toD3","Pass.Comp.A3toM3","Pass.Comp.A3toA3","rFreq.opPass.Fwd","rFreq.opPass.Side","rFreq.opPass.Back","fwopPass.Comp","fwopPass.Att","fwopPass.Comp.Pct","sopPass.Comp","sopPass.Att","sopPass.Comp.Pct","bopPass.Comp","bopPass.Att","bopPass.Comp.Pct","Pct.Passes.Pressed","PPass.Comp","PPass.Att","PPass.Comp.Pct","rFreq.PPass.Fwd","rFreq.PPass.Side","rFreq.PPass.Back","fwPPass.Comp","fwPPass.Att","fwPPass.Comp.Pct","sPPass.Comp","sPPass.Att","sPPass.Comp.Pct","bPPass.Comp","bPPass.Att","bPPass.Comp.Pct","Cross.Comp","Cross.Att","Cross.Att.per.90","Cross.Att.per.opPass","Cross.Comp.Pct","Corner.Crosses","Deep.Crosses","Launch.Comp","Launch.Att","Launch.Att.per.90","Launch.Att.per.Pass","Launch.Comp.Pct","Through.Comp","Through.Att","Through.Att.per.90","Through.Att.per.Pass","Through.Att.per.opPass","Through.Comp.Pct","Throw.In.Comp","Throw.In.Att","Throw.In.Att.per.90","Throw.In.Att.per.Pass","Throw.In.Comp.Pct","Corner.Kicks.Completed","Corner.Kicks.Taken","CK.Comp.Pct","CK.Assist","CK.Key.Pass","FK.Pass.Comp","FK.Pass.Att","FK.Pass.Comp.Pct","FK.Assist","FK.Key.Pass","FK.Shot","FK.Scored","Free.Kicks.Taken","Take.Ons","TO.Won","TO.Lost","TO.Win.Pct","Dispossessed","Lost.Touches","All.Possessions.Disrupted","Aerial.Duels","AD.Won","AD.Lost","AD.Win.Pct","Tackles","Dispossesses","Dribbled","Press.Opp","Challenge.Opp","Recoveries","Def.Recoveries","Poss.Recoveries","Interceptions","Int.per.90","Int.per.OP.Pass","Blocks","Clearances","Ball.Shields","Saves","Goals.Allowed","GK.SOG.Faced","GperSOG","BC.SOG.Faced","BC.Saves","BC.Goals.Allowed","GperBCSOG","High.Balls.Faced","HB.Won","HB.Lost","HB.Caught","HB.Punched","HB.Parried","HB.Collected","HB.Fouls.Won","Crosses.Faced","Crosses.Won","Crosses.Lost","Corner.Kicks.Faced","CKs.Won","CKs.Lost","Free.Kicks.Faced","FKs.Won","FKs.Lost","Smothers.Won","Smothers.Lost","GK.Overall.Pass.Comp","GK.Overall.Pass.Att","GK.Overall.Pass.Comp.Pct","GK.Throw.Comp","GK.Throw.Att","GK.Throw.Comp.Pct","GK.Drop.Kick.Comp","GK.Drop.Kick.Att","GK.Drop.Kick.Comp.Pct","GKFK.Comp","GKFK.Att","GKFK.Comp.Pct"
"Farquharson","WAS",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,4,4,1,4,4,1,1,0.5,0.25,0.25,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0.25,2,2,1,1,1,1,1,1,1,1,4,4,1,0.5,0.25,0.25,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hamilton","WNYF",18,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1,9,9,1,8,8,1,0.888888888888889,0.777777777777778,0.111111111111111,0.111111111111111,7,7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777777777777778,0.111111111111111,0.111111111111111,7,7,1,1,1,1,1,1,1,0.888888888888889,8,8,1,0.75,0.125,0.125,6,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hinkle","WNYF",94,1,0,3,2.87234042553191,0,0,0,3,1,0.333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,1,0.957446808510638,0,0,0,1,0,0,0,23,37,0.621621621621622,12,22,0.545454545454545,9,14,0.642857142857143,0.636363636363636,0.567567567567568,0.297297297297297,0.135135135135135,13,21,0.619047619047619,5,11,0.454545454545455,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590909090909091,0.227272727272727,0.181818181818182,7,13,0.538461538461538,1,5,0.2,4,4,1,0.378378378378378,9,14,0.642857142857143,0.428571428571429,0.285714285714286,0.285714285714286,4,6,0.666666666666667,1,4,0.25,4,4,1,2,3,2.87234042553191,0.136363636363636,0.666666666666667,3,0,0,2,1.91489361702128,0.0540540540540541,0,0,1,0.957446808510638,0.027027027027027,0.0454545454545455,0,10,12,11.4893617021277,0.324324324324324,0.833333333333333,1,3,0.333333333333333,0,0,0,0,0,0,0,0,0,0,4,4,0,1,4,3,7,4,1,3,0.25,0,1,0,16,5,15,6,9,2,1.91489361702128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Huster","WAS",94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,0.807692307692308,21,26,0.807692307692308,12,16,0.75,0.615384615384615,0.846153846153846,0.0384615384615385,0.115384615384615,17,22,0.772727272727273,1,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846153846153846,0.0384615384615385,0.115384615384615,17,22,0.772727272727273,1,1,1,3,3,1,0.615384615384615,12,16,0.75,0.8125,0,0.1875,9,13,0.692307692307692,0,0,0,3,3,1,0,0,0,0,0,0,0,1,1,0.957446808510638,0.0384615384615385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,44,1,11,9,2,3,2.87234042553191,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kennedy","WNYF",94,1,0,1,0.957446808510638,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,33,0.636363636363636,21,33,0.636363636363636,14,18,0.777777777777778,0.545454545454545,0.787878787878788,0.0909090909090909,0.121212121212121,14,26,0.538461538461538,3,3,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787878787878788,0.0909090909090909,0.121212121212121,14,26,0.538461538461538,3,3,1,4,4,1,0.545454545454545,14,18,0.777777777777778,0.666666666666667,0.111111111111111,0.222222222222222,8,12,0.666666666666667,2,2,1,4,4,1,0,0,0,0,0,0,0,1,3,2.87234042553191,0.0909090909090909,0.333333333333333,0,3,2.87234042553191,0.0909090909090909,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,5,7,6,1,0.857142857142857,1,2,2,45,2,16,8,8,3,2.87234042553191,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleiner","WAS",94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34,0.764705882352941,20,26,0.769230769230769,18,22,0.818181818181818,0.846153846153846,0.676470588235294,0.205882352941176,0.117647058823529,16,23,0.695652173913043,6,7,0.857142857142857,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615384615384615,0.230769230769231,0.153846153846154,11,16,0.6875,5,6,0.833333333333333,4,4,1,0.647058823529412,18,22,0.818181818181818,0.590909090909091,0.227272727272727,0.181818181818182,10,13,0.769230769230769,4,5,0.8,4,4,1,1,2,1.91489361702128,0.0769230769230769,0.5,2,0,0,0,0,0,0,1,1,0.957446808510638,0.0294117647058824,0.0384615384615385,1,6,8,7.65957446808511,0.235294117647059,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,2,2,1,1,0.5,2,3,2,32,2,6,5,1,6,5.74468085106383,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krieger","WAS",94,1,0,2,1.91489361702128,0,0,0,2,1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,53,0.735849056603774,31,41,0.75609756097561,20,26,0.769230769230769,0.634146341463415,0.660377358490566,0.0943396226415094,0.245283018867925,22,35,0.628571428571429,4,5,0.8,13,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609756097560976,0.0731707317073171,0.317073170731707,16,25,0.64,2,3,0.666666666666667,13,13,1,0.490566037735849,20,26,0.769230769230769,0.538461538461538,0.0384615384615385,0.423076923076923,9,14,0.642857142857143,0,1,0,11,11,1,0,0,0,0,0,0,0,1,4,3.82978723404255,0.0754716981132075,0.25,1,1,0.957446808510638,0.0188679245283019,0.024390243902439,1,8,11,10.531914893617,0.207547169811321,0.727272727272727,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,1,0,1,1,2,2,0,1,1,2,1,15,3,8,7,1,5,4.78723404255319,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L. Williams","WNYF",94,1,0,5,4.78723404255319,0.4,1,1,3,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0.957446808510638,0,0,1,0,0,0,0,23,26,0.884615384615385,22,25,0.88,16,18,0.888888888888889,0.72,0.346153846153846,0.269230769230769,0.384615384615385,8,9,0.888888888888889,7,7,1,8,10,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.28,0.4,7,8,0.875,7,7,1,8,10,0.8,0.692307692307692,16,18,0.888888888888889,0.222222222222222,0.277777777777778,0.5,4,4,1,5,5,1,7,9,0.777777777777778,1,1,0.957446808510638,0.04,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.957446808510638,0.0384615384615385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,4,0,0,0,0,1,2,1,33,3,10,4,6,1,0.957446808510638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Labbe","WAS",94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,46,0.326086956521739,12,39,0.307692307692308,3,9,0.333333333333333,0.230769230769231,1,0,0,15,46,0.326086956521739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,39,0.307692307692308,0,0,0,0,0,0,0.217391304347826,4,10,0.4,1,0,0,4,10,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,18.1914893617021,0.41304347826087,0.263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,2,2,0,0,2,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,15,46,0.326086956521739,2,2,1,1,2,0.5,2,21,0.0952380952380952
"Leon","WNYF",49,0,0,1,1.83673469387755,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0.785714285714286,11,14,0.785714285714286,11,14,0.785714285714286,1,0.785714285714286,0,0.214285714285714,8,11,0.727272727272727,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785714285714286,0,0.214285714285714,8,11,0.727272727272727,0,0,0,3,3,1,1,11,14,0.785714285714286,0.785714285714286,0,0.214285714285714,8,11,0.727272727272727,0,0,0,3,3,1,1,1,1.83673469387755,0.0714285714285714,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,1,0,0,0,0,22,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lohman","WAS",62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,0.916666666666667,22,24,0.916666666666667,15,16,0.9375,0.666666666666667,0.291666666666667,0.25,0.458333333333333,5,7,0.714285714285714,6,6,1,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291666666666667,0.25,0.458333333333333,5,7,0.714285714285714,6,6,1,11,11,1,0.666666666666667,15,16,0.9375,0.3125,0.25,0.4375,4,5,0.8,4,4,1,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4.35483870967742,0.125,0.125,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,4,0,3,1,0,22,2,7,4,3,2,2.90322580645161,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matheson","WAS",84,1,2,3,3.21428571428571,0.666666666666667,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3.21428571428571,2,0.666666666666667,0,1,0,0,0,24,34,0.705882352941177,23,33,0.696969696969697,19,25,0.76,0.757575757575758,0.382352941176471,0.235294117647059,0.382352941176471,8,13,0.615384615384615,5,8,0.625,11,13,0.846153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393939393939394,0.212121212121212,0.393939393939394,8,13,0.615384615384615,4,7,0.571428571428571,11,13,0.846153846153846,0.735294117647059,19,25,0.76,0.4,0.16,0.44,7,10,0.7,2,4,0.5,10,11,0.909090909090909,2,5,5.35714285714286,0.151515151515152,0.4,5,0,0,1,1.07142857142857,0.0294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,1,2,0,21,3,8,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mewis","WNYF",94,1,0,5,4.78723404255319,0.4,2,0,3,4,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,46,0.782608695652174,35,45,0.777777777777778,24,30,0.8,0.666666666666667,0.760869565217391,0.0217391304347826,0.217391304347826,25,35,0.714285714285714,1,1,1,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555555555556,0.0222222222222222,0.222222222222222,24,34,0.705882352941177,1,1,1,10,10,1,0.652173913043478,24,30,0.8,0.733333333333333,0,0.266666666666667,16,22,0.727272727272727,0,0,0,8,8,1,1,1,0.957446808510638,0.0222222222222222,1,1,0,0,1,0.957446808510638,0.0217391304347826,0,2,7,6.70212765957447,0.152173913043478,0.155555555555556,0.285714285714286,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,2,4,3,1,2,0.333333333333333,1,0,1,33,0,7,4,3,5,4.78723404255319,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nairn","WAS",94,1,0,1,0.957446808510638,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,38,0.815789473684211,28,33,0.848484848484849,24,25,0.96,0.757575757575758,0.578947368421053,0.0526315789473684,0.368421052631579,16,22,0.727272727272727,2,2,1,13,14,0.928571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515151515151515,0.0606060606060606,0.424242424242424,13,17,0.764705882352941,2,2,1,13,14,0.928571428571429,0.657894736842105,24,25,0.96,0.48,0.08,0.44,11,12,0.916666666666667,2,2,1,11,11,1,0,0,0,0,0,0,0,1,2,1.91489361702128,0.0526315789473684,0.5,1,2,1.91489361702128,0.0526315789473684,0.0606060606060606,0.5,0,0,0,0,0,0,0,0,0,0,3,5,0.6,0,0,0,0,5,0,0,0,0,2,1,3,3,0,3,0,0,1,0,41,2,7,4,3,1,0.957446808510638,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oyster","WAS",94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,0.870967741935484,27,31,0.870967741935484,13,15,0.866666666666667,0.483870967741935,0.741935483870968,0.0967741935483871,0.161290322580645,19,23,0.826086956521739,3,3,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741935483870968,0.0967741935483871,0.161290322580645,19,23,0.826086956521739,3,3,1,5,5,1,0.483870967741935,13,15,0.866666666666667,0.666666666666667,0.0666666666666667,0.266666666666667,8,10,0.8,1,1,1,4,4,1,0,0,0,0,0,0,0,0,1,0.957446808510638,0.032258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,2,0,0,6,1,7,5,2,3,2.87234042553191,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smith","WNYF",77,1,0,4,4.67532467532468,0.25,1,0,3,3,0.75,0,1,0,0,0,0,0,0,0,0,0,0,1,1.16883116883117,0,0,1,0,0,0,0,7,9,0.777777777777778,7,9,0.777777777777778,6,7,0.857142857142857,0.777777777777778,0.222222222222222,0.444444444444444,0.333333333333333,2,2,1,2,4,0.5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222222222,0.444444444444444,0.333333333333333,2,2,1,2,4,0.5,3,3,1,0.777777777777778,6,7,0.857142857142857,0.142857142857143,0.428571428571429,0.428571428571429,1,1,1,2,3,0.666666666666667,3,3,1,1,2,2.33766233766234,0.222222222222222,0.5,2,0,0,0,0,0,0,1,1,1.16883116883117,0.111111111111111,0.111111111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0.75,2,3,6,3,0,3,0,1,0,1,30,2,6,1,5,1,1.16883116883117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stengel","WAS",33,0,1,1,2.72727272727273,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0.625,5,7,0.714285714285714,5,7,0.714285714285714,1,0.75,0.125,0.125,3,6,0.5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714285714,0.142857142857143,0.142857142857143,3,5,0.6,1,1,1,1,1,1,0.875,5,7,0.714285714285714,0.714285714285714,0.142857142857143,0.142857142857143,3,5,0.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.72727272727273,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,17,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zadorsky","WAS",94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,27,0.851851851851852,23,27,0.851851851851852,14,16,0.875,0.592592592592593,0.407407407407407,0.222222222222222,0.37037037037037,7,11,0.636363636363636,6,6,1,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407407407407407,0.222222222222222,0.37037037037037,7,11,0.636363636363636,6,6,1,10,10,1,0.592592592592593,14,16,0.875,0.3125,0.1875,0.5,3,5,0.6,3,3,1,8,8,1,0,0,0,0,0,0,0,1,1,0.957446808510638,0.037037037037037,1,1,2,1.91489361702128,0.0740740740740741,0.0740740740740741,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,8,8,0,3,2.87234042553191,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
