match_id,competition_slug,date,matchup,lineup_player_id,team,position,player,MP,aerial_duels,aerials_won,clearances,dispossessed,pass_att,pass_comp,ppass_att,ppass_comp,op_pass_att,op_pass_comp,op_ppass_att,op_ppass_comp,fw_pass_att,fw_pass_comp,s_pass_att,s_pass_comp,b_pass_att,b_pass_comp,fw_op_pass_att,fw_op_pass_comp,s_op_pass_att,s_op_pass_comp,b_op_pass_att,b_op_pass_comp,fw_ppass_att,fw_ppass_comp,s_ppass_att,s_ppass_comp,b_ppass_att,b_ppass_comp,recoveries,shots,goals,shots_missed,shots_blocked,shots_saved,shots_pressed,take_ons,take_ons_won,crosses,crosses_comp,launch_att,launch_comp,ck_taken,ck_comp,ck_assists,ck_key_passes,fk_taken,fk_passatt,fk_passcomp,fk_shot,fk_scored,fk_assists,fk_key_passes,through_att,through_comp,throwin_att,throwin_comp,assists,blocks,shot_blocks,pass_blocks,dispossess_opp,interceptions,tackles,dribbled_byopp,pressured_opp,challenged_opp,ball_shields,gk_saves,gk_goal_conceded,gk_bigchances_saved,gk_bigchances_conceded,gk_bigchances_sog_faced,gk_highballs,gk_highballs_won,big_chances,bc_goals,bc_sog,bc_smiss,bc_dispossessed,bc_lost,bc_created,key_passes,key_assists,second_assists,err_togoals,err_tobc,bc_stopped,own_goals
100001,international-friendlies-2015,2/8/15,FRA-USA,119,USA,D,Engen,96,1,1,6,0,39,33,9,6,39,33,9,6,21,15,15,15,3,3,21,15,15,15,3,3,6,3,1,1,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,1,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001,international-friendlies-2015,2/8/15,FRA-USA,120,USA,D,Sauerbrunn,96,3,2,11,0,43,38,12,10,43,38,12,10,28,23,12,12,3,3,28,23,12,12,3,3,10,8,2,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,7,2,3,7,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001,international-friendlies-2015,2/8/15,FRA-USA,121,USA,D,Chalupny,56,0,0,2,4,24,17,11,7,20,14,11,7,18,12,3,2,3,3,16,10,2,2,2,2,8,4,1,1,2,2,9,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,0,2,0,1,3,1,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001,international-friendlies-2015,2/8/15,FRA-USA,122,USA,M,Heath,77,2,2,0,3,31,22,22,15,31,22,22,15,19,11,4,3,8,8,19,11,4,3,8,8,14,8,2,1,6,6,8,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,2,1,0,53,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001,international-friendlies-2015,2/8/15,FRA-USA,123,USA,M,Brian,63,7,4,1,3,36,32,20,18,36,32,20,18,21,17,7,7,8,8,21,17,7,7,8,8,10,8,3,3,7,7,8,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,3,1,3,3,1,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001,international-friendlies-2015,2/8/15,FRA-USA,124,USA,M,Holiday,96,4,2,0,3,59,44,32,27,51,41,32,27,38,25,9,7,12,12,33,25,7,5,11,11,17,14,6,4,9,9,16,3,0,0,2,1,1,0,0,0,2,0,0,3,3,0,0,6,5,0,1,0,0,0,0,0,0,0,0,7,0,7,1,2,5,2,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001,international-friendlies-2015,2/8/15,FRA-USA,125,USA,M,Lloyd,96,6,2,1,8,45,38,33,28,45,38,33,28,28,23,5,4,12,11,28,23,5,4,12,11,17,14,4,3,12,11,13,4,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,4,2,2,3,2,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001,international-friendlies-2015,2/8/15,FRA-USA,126,USA,F,Press,96,2,1,2,2,41,35,38,32,41,35,38,32,16,13,7,7,18,15,16,13,7,7,18,15,16,13,5,5,17,14,8,2,0,2,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001,international-friendlies-2015,2/8/15,FRA-USA,127,USA,F,Morgan,96,6,2,1,4,24,17,18,14,24,17,18,14,9,4,7,6,8,7,9,4,7,6,8,7,6,3,6,6,6,5,4,4,0,3,0,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,0,26,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
100001,international-friendlies-2015,2/8/15,FRA-USA,128,USA,D,Krieger,41,0,0,1,0,17,15,7,5,16,14,7,5,12,11,3,2,2,2,11,10,3,2,2,2,4,3,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001,international-friendlies-2015,2/8/15,FRA-USA,129,USA,M,Rodriguez,19,0,0,0,1,4,4,4,4,4,4,4,4,2,2,0,0,2,2,2,2,0,0,2,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001,international-friendlies-2015,2/8/15,FRA-USA,130,USA,F,Wambach,33,3,1,0,0,9,7,6,4,9,7,6,4,4,3,4,3,1,1,4,3,4,3,1,1,3,2,3,2,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,101,ENG,GK,Bardsley,98,2,2,0,0,15,10,1,0,5,2,1,0,15,10,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,102,ENG,D,A. Scott,98,2,1,4,1,44,31,17,13,25,20,17,13,34,22,4,3,6,6,19,14,0,0,6,6,13,9,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,11,0,9,0,9,0,2,1,0,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,103,ENG,D,Houghton,98,6,2,10,0,24,18,5,3,21,15,5,3,20,14,3,3,1,1,17,11,3,3,1,1,5,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,1,8,0,2,3,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,104,ENG,D,Bassett,93,2,1,2,0,12,12,3,3,12,12,3,3,8,8,2,2,2,2,8,8,2,2,2,2,2,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,2,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,105,ENG,D,Stokes,72,1,0,4,1,25,17,14,11,19,14,14,11,17,10,5,4,3,3,13,8,3,3,3,3,10,7,2,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,2,0,2,0,0,1,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,106,ENG,M,Nobbs,83,0,0,0,1,33,19,29,16,33,19,29,16,24,10,0,0,9,9,24,10,0,0,9,9,22,9,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,2,0,1,3,0,52,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,107,ENG,M,J. Scott,98,13,7,3,3,22,18,15,11,22,18,15,11,13,10,7,6,2,2,13,10,7,6,2,2,10,7,4,3,1,1,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,7,2,2,1,0,46,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,108,ENG,M,Potter,81,1,0,10,1,25,21,20,18,25,21,20,18,17,14,3,3,5,4,17,14,3,3,5,4,13,11,3,3,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,2,1,2,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,109,ENG,M,Carney,98,2,0,1,2,21,15,15,11,18,13,15,11,10,6,3,2,8,7,10,6,2,1,6,6,8,5,2,1,5,5,3,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,0,4,0,1,1,0,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,110,ENG,F,Taylor,83,4,2,0,2,20,16,18,15,20,16,18,15,13,11,2,0,5,5,13,11,2,0,5,5,11,10,2,0,5,5,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,1,0,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,111,ENG,F,Kirby,98,6,0,2,4,19,16,16,13,19,16,16,13,8,7,4,3,7,6,8,7,4,3,7,6,6,5,4,3,6,5,6,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,0,80,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,112,ENG,F,Clarke,5,0,0,0,0,3,2,3,2,3,2,3,2,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,113,ENG,D,Greenwood,26,0,0,3,0,12,8,6,4,9,6,6,4,9,5,0,0,3,3,7,4,0,0,2,2,4,2,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,114,ENG,M,Williams,15,2,1,0,0,9,7,5,4,9,7,5,4,4,2,1,1,4,4,4,2,1,1,4,4,2,1,1,1,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,115,ENG,M,Aluko,17,0,0,0,2,5,3,3,2,5,3,3,2,2,1,1,0,2,2,2,1,1,0,2,2,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,116,ENG,F,Sanderson,15,0,0,0,1,6,5,6,5,6,5,6,5,2,1,1,1,3,3,2,1,1,1,3,3,2,1,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,117,USA,GK,Harris,98,0,0,2,0,8,7,1,1,5,4,1,1,8,7,0,0,0,0,5,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,118,USA,D,Krieger,98,4,1,4,0,88,74,50,43,84,70,50,43,52,40,15,13,21,21,50,38,15,13,19,19,33,26,6,6,11,11,12,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,0,3,0,3,0,2,2,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,119,USA,D,Engen,98,1,1,6,0,60,56,9,7,60,56,9,7,43,39,10,10,7,7,43,39,10,10,7,7,7,5,1,1,1,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,2,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,120,USA,D,Sauerbrunn,98,2,2,12,0,68,65,12,10,68,65,12,10,49,46,14,14,5,5,49,46,14,14,5,5,10,8,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,121,USA,D,Klingenberg,81,1,1,0,0,70,59,37,29,65,54,37,29,30,22,9,6,31,31,28,20,9,6,28,28,15,9,4,2,18,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,0,4,0,4,0,2,1,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,122,USA,M,Press,94,0,0,0,5,52,40,42,35,52,40,42,35,23,12,4,4,25,24,23,12,4,4,25,24,16,10,3,3,23,22,10,4,0,1,2,1,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,3,0,2,3,0,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,123,USA,M,Brian,98,6,4,3,1,86,77,57,51,86,77,57,51,49,41,9,8,28,28,49,41,9,8,28,28,29,24,6,5,22,22,14,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,6,0,6,0,4,4,0,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,124,USA,M,Holiday,98,2,2,1,1,96,86,48,44,82,77,48,44,45,40,12,11,39,35,41,37,10,10,31,30,19,16,5,5,24,23,11,1,0,0,0,1,0,0,0,0,9,0,0,10,6,0,0,5,4,3,1,0,0,0,2,2,0,0,1,4,0,4,0,3,1,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,125,USA,M,Lloyd,98,7,4,0,1,47,41,32,26,47,41,32,26,19,15,5,5,23,21,19,15,5,5,23,21,11,7,4,4,17,15,5,2,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,5,0,0,4,0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,126,USA,F,Morgan,93,5,2,0,5,15,8,11,4,15,8,11,4,4,1,5,3,6,4,4,1,5,3,6,4,4,1,2,0,5,3,3,3,1,0,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,127,USA,F,Wambach,98,13,7,2,0,26,21,18,14,26,21,18,14,10,6,6,5,10,10,10,6,6,5,10,10,7,4,4,3,7,7,3,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
